Folder_Name;Clean_Title;Search_Title;Platforms;Year_Folder;Path_Root;Path_Video;Untested;Metadata_Locked;Status_Flag;Summary;Genre;Developer;Publisher;Image_Link;Trailer_Link;Original_Release_Date;Remake_Release_Date;Developer / Publisher;Poster_URL;Empty
Fallout (GOG, Epic Games Store);Fallout;Fallout;GOG, Epic Games Store;;\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout (GOG, Epic Games Store);\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout (GOG, Epic Games Store).mp4;False;False;OK;"This is a Tactical Squad-Based Combat comes to the Fallout Universe. You are the wretched refuse. You may be born from dirt, but we will forge you into steel. You will learn to bend; if not you, will you break. In these dark times, the Brotherhood - your Brotherhood - is all that stands between the rekindled flame of civilization and the howling, radiated wasteland.

Your weapons will become more than your tools, they will become your friends. You will use your skills to inspire the lowly and protect the weak... whether they like it or not. Your squadmates will be more dear to you than your kin and for those that survive there will be honor, respect and the spoils of war.";Role-playing (RPG), Strategy, Turn-based strategy (TBS), Tactical;;;./images\Fallout.jpg;;2001.0;;;images\Fallout (GOG, Epic Games Store).jpg;True
Fallout 2 (GOG, Epic Games Store);Fallout 2;Fallout 2;GOG, Epic Games Store;;\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout 2 (GOG, Epic Games Store);\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout 2 (GOG, Epic Games Store).mp4;False;False;OK;A turn-based tactical Western RPG in which the Chosen One is tasked with exploring post-nuclear California to locate and retrieve the fabled Garden of Eden Creation Kit for their famine-stricken tribe, while coming into contact through branching dialogue trees with numerous tribes, factions and micro-civilizations, each with their own virtues, vices, socioeconomic situations and political agendas.;Puzzle, Role-playing (RPG);;;./images\Fallout 2.jpg;;1998.0;;;images\Fallout 2 (GOG, Epic Games Store).jpg;True
Fallout 3, Game of the Year Edition (Epic Games Store);Fallout 3, Game of the Year Edition;Fallout 3, Edition;Epic Games Store;;\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout 3, Game of the Year Edition (Epic Games Store);\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout 3, Game of the Year Edition (Epic Games Store).mp4;False;False;OK;Prepare for the Future with Fallout 3: Game of the Year Edition, experience the most acclaimed game of 2008 like never before. Create a character of your choosing and descend into an awe-inspiring, post-apocalyptic world where every minute is a fight for survival.;Shooter, Role-playing (RPG), Adventure;;;./images\Fallout 3 Game of the Year Edition.jpg;;2009.0;;;images\Fallout 3, Game of the Year Edition (Epic Games Store).jpg;True
Fallout 4 GOTY;Fallout 4 GOTY;Fallout 4;Warez;;\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout 4 GOTY;\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout 4 GOTY.mp4;False;False;OK;Bethesda Game Studios welcome you to the world of Fallout 4, their most ambitious game ever, and the next generation of open-world gaming. As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.;Shooter, Role-playing (RPG);;;./images\Fallout 4 GOTY.jpg;;2015.0;;;images\Fallout 4 GOTY.jpg;False
Fallout London (GOG);Fallout London;Fallout London;GOG;;\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout London (GOG);\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout London (GOG).mp4;False;False;OK;"Fallout: London is an ambitious, trail-blazing DLC-sized mod for Fallout 4, Bethesda Game Studios’ 2015 post-apocalyptic RPG. Fallout: London stands apart from its contemporaries and offers an entirely new experience: setting a Fallout game outside of the United States. True to its moniker, Fallout: London takes place IN London. From stuffy parliamentary aristocrats to a resurrection of the Knights of the Round Table to an uncompromising cult of revolutionaries (and more!), Fallout: London embodies the history and aesthetics of London and puts an unmistakably nuclear spin on the beloved city.

Fallout: London’s development is labor-intensive and involves a plethora of eclectic cross-discipline individuals, both at amateur and industry level. The team maintains a strong sense of professionalism and devotion to the craft. Everyone on the Fallout: London team shares a deep love of videogames, and most importantly, Fallout itself. Each member of the Fallout: London team is individually recruited for their contributions and talent in the realms of game design and modding.";Shooter, Role-playing (RPG), Adventure;;;./images\Fallout London.jpg;;2024.0;;;images\Fallout London (GOG).jpg;True
Fallout New Vegas Ultimate Edition (GOG, Epic Games Store);Fallout New Vegas Ultimate Edition;Fallout New Vegas;GOG, Epic Games Store;;\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout New Vegas Ultimate Edition (GOG, Epic Games Store);\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout New Vegas Ultimate Edition (GOG, Epic Games Store).mp4;False;False;OK;In this first-person Western RPG, the player takes on the role of Courier 6, barely surviving after being robbed of their cargo, shot and put into a shallow grave by a New Vegas mob boss. The Courier sets out to track down their robbers and retrieve their cargo, and winds up getting tangled in the complex ideological and socioeconomic web of the many factions and settlements of post-nuclear Nevada.;Shooter, Role-playing (RPG);;;./images\Fallout New Vegas Ultimate Edition.jpg;;2010.0;;;images\Fallout New Vegas Ultimate Edition (GOG, Epic Games Store).jpg;True
Fallout Tactics (GOG, Epic Games Store);Fallout Tactics;Fallout Tactics;GOG, Epic Games Store;;\\madhdd02\Software\GAMES\GAMES COMPIL\FALLOUT\Fallout Tactics (GOG, Epic Games Store);;False;False;OK;;;;;;;;;;;True
2004 - Far Cry;Far Cry;Far Cry;Warez;2004.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2004 - Far Cry;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2004 - Far Cry.mp4;False;False;OK;"Dive into the savage universe of Far Cry with this double-pack edition featuring both Far Cry 4 and Far Cry: Primal.
Get ready to explore breathtaking landscapes featuring a varied wildlife and hostile enemies in this reference in the open world FPS genre.";;;;./images\Far Cry.jpg;;2016.0;;;images\2004 - Far Cry.jpg;False
2008 - Far Cry 2;Far Cry 2;Far Cry 2;Warez;2008.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2008 - Far Cry 2;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2008 - Far Cry 2.mp4;False;False;OK;"A civil war has swept through the country and you're caught in the middle of it. Track down the person at the forefront of the fighting, a ruthless arms dealer known only as ""The Jackal"". As you undertake deadly missions and form fragile alliances with conflicting rebel groups, one thing becomes clear - the Jackal is hunting you too.";Shooter, Adventure;;;./images\Far Cry 2.jpg;;2008.0;;;images\2008 - Far Cry 2.jpg;False
2012 - Far Cry 3 (Uplay);Far Cry 3;Far Cry 3;Uplay;2012.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2012 - Far Cry 3 (Uplay);\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2012 - Far Cry 3 (Uplay).mp4;False;False;OK;"Explore an island playground as stunningly beautiful as it is diverse – from mountain ranges to swampy grasslands and white sandy beaches. Fight your way through the island’s towns, temples, river ports and more.

Encounter a diverse and realistic cast of characters, including one of Far Cry’s most notorious villains: Vaas Montenegro. Dive into this deep and enriching story where morals are questionable and hope is all but abandoned.";Shooter, Adventure;;;./images\Far Cry 3.jpg;;2012.0;;;images\2012 - Far Cry 3 (Uplay).jpg;True
2013 - Far Cry 3 Blood Dragon (Uplay);Far Cry 3 Blood Dragon;Far Cry 3 Blood Dragon;Uplay;2013.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2013 - Far Cry 3 Blood Dragon (Uplay);\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2013 - Far Cry 3 Blood Dragon (Uplay).mp4;False;False;OK;;;;;;;;;;;True
2014 - Far Cry 4 (Uplay);Far Cry 4;Far Cry 4;Uplay;2014.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2014 - Far Cry 4 (Uplay);\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2014 - Far Cry 4 (Uplay).mp4;False;False;OK;"Dive into the savage universe of Far Cry with this double-pack edition featuring both Far Cry 4 and Far Cry: Primal.
Get ready to explore breathtaking landscapes featuring a varied wildlife and hostile enemies in this reference in the open world FPS genre.";;;;./images\Far Cry 4.jpg;;2016.0;;;images\2014 - Far Cry 4 (Uplay).jpg;True
2016 - Far Cry Primal;Far Cry Primal;Far Cry Primal;Warez;2016.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2016 - Far Cry Primal;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2016 - Far Cry Primal.mp4;False;False;OK;"Gamers play as TAKKAR, a seasoned hunter and the last surviving member of his hunting group. Arriving in the majestic and savage land of Oros, players will pursue one single goal; survive in a world where humans are the prey. They will meet a cast of memorable characters who will help them push back and tame the dangers of the wild.

Players will journey as the first human to tame the wilderness and rise above extinction. Along the way, they will have to hunt for food, master fire, fend off fierce predators, craft weapons and tools partly from the bones of slain beasts, and face off against other tribes to conquer Oros.";Shooter, Adventure;;;./images\Far Cry Primal.jpg;;2016.0;;;images\2016 - Far Cry Primal.jpg;False
2018 - Far Cry 5 (Uplay);Far Cry 5;Far Cry 5;Uplay;2018.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2018 - Far Cry 5 (Uplay);\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2018 - Far Cry 5 (Uplay).mp4;False;False;OK;"It's time to defend Hope County with this bundle featuring both Far Cry 5 and Far Cry New Dawn

Far Cry 5
Welcome to Hope County, Montana. This idyllic place is home to a community of freedom-loving people - and a fanatical doomsday cult is known as The Project at Eden's Gate. Led by the charismatic prophet Joseph Seed and his devoted siblings - The Heralds - Eden's Gate has been quietly infiltrating every aspect of daily life in this once-quiet town. When your arrival incites the cult to violently seize control of the region, you must rise up and spark the fires of resistance to liberate a besieged community.

Far Cry New Dawn
Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe.
Join fellow survivors and lead the fight against the dangerous new threat the Highwaymen, and their ruthless leaders The Twins, as they seek to take over the last remaining resources.";Shooter, Adventure;;;./images\Far Cry 5.jpg;;2021.0;;;images\2018 - Far Cry 5 (Uplay).jpg;True
2019 - Far Cry New Dawn (Uplay);Far Cry New Dawn;Far Cry New Dawn;Uplay;2019.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2019 - Far Cry New Dawn (Uplay);\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2019 - Far Cry New Dawn (Uplay).mp4;False;False;OK;Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources.;Shooter, Adventure;;;./images\Far Cry New Dawn.jpg;;2019.0;;;images\2019 - Far Cry New Dawn (Uplay).jpg;True
2022 - Far Cry 6 (Uplay);Far Cry 6;Far Cry 6;Uplay;2022.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2022 - Far Cry 6 (Uplay);\\madhdd02\Software\GAMES\GAMES COMPIL\FAR CRY\2022 - Far Cry 6 (Uplay).mp4;False;False;OK;Dive into the gritty world of a modern-day guerrilla revolution to liberate a nation from its oppressive dictators. Welcome to Yara, a tropical paradise frozen in time. Far Cry 6 thrusts players into a modern-day guerrilla revolution. As dictator of Yara, Anton Castillo is intent on restoring his nation back to its former glory by any means, with his son, Diego, following in his bloody footsteps. Become a guerrilla fighter and liberate Yara.;Shooter, Adventure;;;./images\Far Cry 6.jpg;;2021.0;;;images\2022 - Far Cry 6 (Uplay).jpg;True
2013 - Final Fantasy VII;Final Fantasy VII;Final Fantasy VII;Warez;2013.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FINAL FANTASY\2013 - Final Fantasy VII;\\madhdd02\Software\GAMES\GAMES COMPIL\FINAL FANTASY\2013 - Final Fantasy VII.mp4;False;False;OK;The Twin Pack includes Final Fantasy VII and the remastered version of Final Fantasy VIII.;Role-playing (RPG), Adventure;;;./images\Final Fantasy VII.jpg;;2019.0;;;images\2013 - Final Fantasy VII.jpg;False
2013 - Final Fantasy VIII;Final Fantasy VIII;Final Fantasy VIII;Warez;2013.0;\\madhdd02\Software\GAMES\GAMES COMPIL\FINAL FANTASY\2013 - Final Fantasy VIII;\\madhdd02\Software\GAMES\GAMES COMPIL\FINAL FANTASY\2013 - Final Fantasy VIII.mp4;False;False;OK;The Steam version of Final Fantasy VIII comes with several in-game enhancements, including a speed-up option to fast-forward through cutscenes and FMVs and built-in cheats, such as Battle Assist, making battles almost impossible to lose. Like Final Fantasy VII, the re-release version comes with the Magic Booster feature that allows players to boost their characters' magics to 100. Achievements and cloud save data storage are also available. Windowed mode and high-resolution displays (up to 1920x1080 @ 60 Hz) are now supported. However, the game still uses the original MIDI tracks from the 1999 version, rather than the PlayStation version music, unlike the 2012 re-released Final Fantasy VII which has received a musical update. Chocobo World is playable directly from the launcher after booting Final Fantasy VIII.;Role-playing (RPG), Adventure;;;./images\Final Fantasy VIII.jpg;;2013.0;;;images\2013 - Final Fantasy VIII.jpg;False
